,LinReg(Time),LinReg(Acc),Poly(Time),Poly[Acc],Ridge(Time),Ridge(Acc),lasso(Time),lasso(Acc)
31,0.0,0.7993485700502828,,,0.0,0.7993485700502828,0.0,0.8005025932673587
32,0.0,0.6751137521506951,,,0.0,0.6751137521506951,0.0,0.6815479968430855
33,0.0,0.6982668712149775,,,0.0,0.6982668712149775,0.0,0.6983632065112964
34,0.0,0.7232505423589107,,,0.01562952995300293,0.7232505423589107,0.0,0.7248015601250992
35,0.0,0.7133208682588222,,,0.0,0.7133208682588222,0.0,0.7112695095851855
36,0.0,0.7935646619314562,,,0.0,0.7935646619314562,0.0,0.7948560598010742
37,0.0,0.6504450125528092,,,0.0,0.6504450125528092,0.0,0.6513195648782946
38,0.0,0.5222332665447682,,,0.0,0.5222332665447682,0.0,0.5184114711945519
39,0.0,0.6723768143735684,,,0.0,0.6723768143735684,0.0,0.6682549539079732
40,0.0,0.688272177722575,,,0.0,0.688272177722575,0.0,0.6892075071085791
41,0.0,0.705764228657931,,,0.0,0.705764228657931,0.0,0.7063516646902459
42,0.0,0.7748991627724776,,,0.0,0.7748991627724776,0.0,0.7749810510328482
43,0.0,0.6556593647247413,,,0.0,0.6556593647247413,0.0,0.6569886056234268
44,0.0,0.6129729269965601,,,0.0,0.6129729269965601,0.0,0.6103751567040507
45,0.0,0.7020447567036726,,,0.0,0.7020447567036726,0.0,0.7009612594705881
46,0.0,0.7279714520086853,,,0.0,0.7279714520086853,0.0,0.7284429235483457
47,0.0,0.765938959838219,,,0.0,0.765938959838219,0.0,0.7653537298610792
48,0.0,0.6883309598347416,,,0.0,0.6883309598347416,0.0,0.6873267550463737
49,0.0,0.6906305260142513,,,0.0,0.6906305260142513,0.0,0.6929231720573448
50,0.0,0.7887738105751416,,,0.0,0.7887738105751416,0.01562952995300293,0.7897187322988145
51,0.0,0.8056646595499621,,,0.0,0.8056646595499621,0.0,0.8063213884419371
52,0.0,0.7478456812193885,,,0.0,0.7478456812193885,0.0,0.7485964594211402
53,0.0,0.7240635215954592,,,0.0,0.7240635215954592,0.0,0.7251952728812356
54,0.0,0.7150649085390959,,,0.0,0.7150649085390959,0.0,0.7144827793198856
55,0.0,0.72813303214246,,,0.015637636184692383,0.72813303214246,0.0,0.7320625902182277
56,0.0,0.7331344356836169,,,0.0,0.7331344356836169,0.0,0.7341809758440156
57,0.0,0.7789529484553046,,,0.0,0.7789529484553046,0.01562976837158203,0.777894962760335
58,0.0,0.7086607839807204,,,0.0,0.7086607839807204,0.0,0.7087916427450084
59,0.0,0.6550187305882358,,,0.012044906616210938,0.6550187305882358,0.0,0.6544806462278787
60,0.0,0.719134849737201,,,0.0,0.719134849737201,0.0,0.7217266107780063
61,0.0,0.5631935303104549,,,0.0,0.5631935303104549,0.0,0.5602769618369292
62,0.0,0.6065743801217809,,,0.0,0.6065743801217809,0.0,0.6051023838204528
63,0.0,0.7669843559766429,,,0.0,0.7669843559766429,0.0,0.7670141793842522
64,0.0,0.6868693212108402,,,0.0,0.6868693212108402,0.0,0.6857172859339161
65,0.0,0.6760553707662429,,,0.0,0.6760553707662429,0.0,0.6772223034254413
66,0.0,0.6947428698429092,,,0.0,0.6947428698429092,0.0,0.6960493394942229
67,0.015650510787963867,0.728985286914348,,,0.0,0.728985286914348,0.0,0.7280784924892217
68,0.0,0.58546946990783,,,0.0,0.58546946990783,0.0,0.5821859685871291
69,0.0,0.6580164083511555,,,0.0,0.6580164083511555,0.0,0.6556381711967079
70,0.0,0.7476954017045709,,,0.0,0.7476954017045709,0.0,0.749182372588334
71,0.0,0.6065693758303277,,,0.0,0.6065693758303277,0.0,0.6057444471477136
72,0.0,0.7809572940518275,,,0.0,0.7809572940518275,0.0,0.7816275165845981
73,0.0,0.692459338879748,,,0.0,0.692459338879748,0.0,0.6944233512549846
74,0.0,0.7195005506384098,,,0.0,0.7195005506384098,0.0,0.7178647473122268
75,0.0,0.6742690262742641,,,0.0,0.6742690262742641,0.0,0.677318545881727
76,0.0,0.6806389848125188,,,0.0,0.6806389848125188,0.0,0.6775126382957615
77,0.0,0.7353212429919078,,,0.010017633438110352,0.7353212429919078,0.0,0.7349120984988158
78,0.0,0.7662581436608673,,,0.0060389041900634766,0.7662581436608673,0.0,0.7648241512489329
79,0.0,0.6729613718080555,,,0.0,0.6729613718080555,0.0,0.6746290708074533
80,0.0,0.5795423864237927,,,0.0,0.5795423864237927,0.01564311981201172,0.5784413430824944
81,0.0,0.676527627080391,,,0.0,0.676527627080391,0.0,0.6737559052096789
82,0.0,0.7129669869198132,,,0.0,0.7129669869198132,0.0,0.7144837641572
83,0.015634536743164062,0.6793577503890176,,,0.0,0.6793577503890176,0.0,0.6779250572793736
84,0.0,0.6812522737910409,,,0.0,0.6812522737910409,0.0,0.6771519178981249
85,0.0,0.6178309083647062,,,0.015649795532226562,0.6178309083647062,0.0,0.6194587331072731
86,0.0,0.6952055147998604,,,0.0,0.6952055147998604,0.0,0.6920607936116907
87,0.0,0.6512870387252989,,,0.0,0.6512870387252989,0.01563119888305664,0.6490223629643872
88,0.0,0.7621729027699982,,,0.0,0.7621729027699982,0.0,0.7643259662810027
89,0.0,0.7916967800984434,,,0.0,0.7916967800984434,0.0,0.791628818595046
90,0.015609025955200195,0.7353611741866859,,,0.0,0.7353611741866859,0.0,0.7359501603353547
91,0.0,0.7269547108933798,,,0.0,0.7269547108933798,0.0,0.7297435260172411
92,0.0,0.6721930399131275,,,0.0,0.6721930399131275,0.0,0.6696186536581337
93,0.0,0.7180687924979285,,,0.0,0.7180687924979285,0.0,0.7182229696182871
94,0.0,0.683337477037487,,,0.0,0.683337477037487,0.0,0.6832686473427869
95,0.0,0.7728791229126586,,,0.0,0.7728791229126586,0.0,0.7736418330436021
96,0.0,0.6191906891338721,,,0.0,0.6191906891338721,0.0,0.6183559695441072
97,0.0,0.745690491918875,,,0.015630483627319336,0.745690491918875,0.0,0.746680969826307
98,0.0,0.7099752360939053,,,0.0,0.7099752360939053,0.0,0.7105700939424731
99,0.0,0.6828979315220502,,,0.0,0.6828979315220502,0.0,0.6808410843217417
100,0.0,0.750182889992076,,,0.0,0.750182889992076,0.0,0.7500051294678199
101,0.0,0.7262584518653645,,,0.015625,0.7262584518653645,0.0,0.7273607479129165
102,0.0,0.793352342168542,,,0.0,0.793352342168542,0.0,0.7938636865806175
103,0.0,0.7343541223146248,,,0.0,0.7343541223146248,0.0,0.7361042272552119
104,0.0,0.7758016909460383,,,0.0,0.7758016909460383,0.0,0.7772920341243342
105,0.0,0.7363234958099952,,,0.0,0.7363234958099952,0.0,0.7414806281308131
106,0.0,0.6703254082493679,,,0.0,0.6703254082493679,0.0,0.6689995184685278
107,0.0,0.6359097389584654,,,0.0,0.6359097389584654,0.0,0.645525201399221
108,0.0,0.7422926813394684,,,0.0,0.7422926813394684,0.0,0.7447530198986074
109,0.0,0.6779627442320387,,,0.0,0.6779627442320387,0.0,0.6741333298970232
110,0.0,0.7475926807290414,,,0.0,0.7475926807290414,0.0,0.7453591648301336
111,0.0,0.6639440545891183,,,0.0,0.6639440545891183,0.0,0.6696323530021882
112,0.0,0.7524541097345253,,,0.0,0.7524541097345253,0.0,0.752359366443409
113,0.0,0.7426123148924588,,,0.0,0.7426123148924588,0.01562952995300293,0.7459285052640978
114,0.0,0.7547122963698338,,,0.0,0.7547122963698338,0.0,0.7550443265005359
115,0.0,0.7042870870985583,,,0.0,0.7042870870985583,0.0,0.7067909034297098
116,0.0,0.722481618572381,,,0.0,0.722481618572381,0.0,0.7230912581390354
117,0.0,0.7131302031829168,,,0.0,0.7131302031829168,0.0,0.7167421912696785
118,0.0,0.7049412754197613,,,0.0,0.7049412754197613,0.0,0.7045044196543397
119,0.0,0.7023199709979391,,,0.0,0.7023199709979391,0.0,0.7033250110492573
120,0.0,0.749455103198287,,,0.0,0.749455103198287,0.0,0.7498932678050104
121,0.0,0.6625961870160715,,,0.0,0.6625961870160715,0.0,0.6637516493224038
122,0.0,0.4979514384573984,,,0.0,0.4979514384573984,0.0,0.4938862267167169
123,0.0,0.74380736976551,,,0.0,0.74380736976551,0.0,0.7419645472342404
124,0.0,0.777438621563608,,,0.0,0.777438621563608,0.0,0.774006847879918
125,0.0,0.728216795122272,,,0.0,0.728216795122272,0.0,0.7293814099664656
126,0.0,0.6842424115676771,,,0.0,0.6842424115676771,0.0,0.6860139082179595
127,0.0,0.6845890524671994,,,0.0,0.6845890524671994,0.0,0.6801123895353982
128,0.015645980834960938,0.8056841122486339,,,0.0,0.8056841122486339,0.0,0.8076849723783042
129,0.0,0.8244328443339495,,,0.0,0.8244328443339495,0.0,0.8256934405330011
130,0.0,0.6955761454670506,,,0.0,0.6955761454670506,0.0,0.6941625277177761
131,0.0,0.766680681658166,,,0.0,0.766680681658166,0.0,0.7660351422226701
132,0.01562976837158203,0.6986653010037189,,,0.0,0.6986653010037189,0.0,0.698221878918615
133,0.0,0.7301201060994835,,,0.0,0.7301201060994835,0.0,0.7342606866112098
134,0.0,0.6626987514896413,,,0.0,0.6626987514896413,0.0,0.6682084425351187
135,0.0,0.7296411715516501,,,0.0,0.7296411715516501,0.0,0.7291102243222272
136,0.0,0.6572601536406484,,,0.015630722045898438,0.6572601536406484,0.0,0.6546399777101586
137,0.0,0.6616949625402959,,,0.0,0.6616949625402959,0.0,0.6668199898383835
138,0.0,0.7999997739315337,,,0.0,0.7999997739315337,0.0,0.8001702300750084
139,0.0,0.7511255115911252,,,0.0,0.7511255115911252,0.012538909912109375,0.7509543228745271
140,0.0,0.7962930877209011,,,0.0,0.7962930877209011,0.0,0.7949805694281292
141,0.0,0.6965612929547375,,,0.0,0.6965612929547375,0.0,0.6964596488575517
142,0.0,0.7246587557335176,,,0.0,0.7246587557335176,0.0,0.7239551876005874
143,0.0,0.72713486954741,,,0.0,0.72713486954741,0.0,0.7284226658703603
144,0.0,0.7556126242378035,,,0.0,0.7556126242378035,0.01566338539123535,0.7571767307543918
145,0.0,0.7255749253910523,,,0.0,0.7255749253910523,0.0,0.7272456443929141
146,0.0,0.6956136643166626,,,0.0,0.6956136643166626,0.0,0.6990880873604601
147,0.0,0.7025663087232179,,,0.0,0.7025663087232179,0.0,0.7060439592200876
148,0.0,0.6695380782452274,,,0.0,0.6695380782452274,0.015630483627319336,0.6677832693032009
149,0.0,0.7189454044173577,,,0.0,0.7189454044173577,0.0,0.7183903281392084
150,0.0,0.670149596464237,,,0.0,0.670149596464237,0.0,0.6724971630541423
151,0.0,0.7173755312073196,,,0.0,0.7173755312073196,0.0,0.7202371286694715
152,0.0,0.7515653311764139,,,0.0,0.7515653311764139,0.015630722045898438,0.7527785739689598
153,0.0,0.786585342259684,,,0.0,0.786585342259684,0.0,0.7891943946113387
154,0.0,0.7615222166472564,,,0.0,0.7615222166472564,0.0,0.7640332545316717
155,0.0,0.6734536988070097,,,0.0,0.6734536988070097,0.0,0.6712361104791689
156,0.0,0.6372637230515195,,,0.0,0.6372637230515195,0.015627384185791016,0.6373110692980805
157,0.0,0.730033297679761,,,0.0,0.730033297679761,0.0,0.7315544476943754
158,0.0,0.7649824970206095,,,0.0,0.7649824970206095,0.0,0.764207522129493
159,0.0,0.692316498222922,,,0.0,0.692316498222922,0.0,0.6915765777278018
160,0.0,0.7121703261114778,,,0.0,0.7121703261114778,0.0,0.7178394708272026
161,0.0,0.7168612295180596,,,0.0,0.7168612295180596,0.0,0.7169116463481382
162,0.0,0.7423205592136142,,,0.0,0.7423205592136142,0.0,0.7415641546736487
163,0.0,0.6744440217823953,,,0.0,0.6744440217823953,0.0,0.6758092810611909
164,0.0,0.4886633169400574,,,0.0,0.4886633169400574,0.0,0.486332738726865
165,0.0,0.7384256654750007,,,0.0,0.7384256654750007,0.0,0.7354234070667265
166,0.0,0.7270641661438613,,,0.0,0.7270641661438613,0.0,0.7249604164259833
167,0.0,0.7089958917416945,,,0.0,0.7089958917416945,0.0,0.7109701351093273
168,0.0,0.6953402266200523,,,0.0,0.6953402266200523,0.0,0.6953338172547674
169,0.0,0.6982345896985489,,,0.0,0.6982345896985489,0.0,0.7037200692523231
170,0.0,0.7444790957013478,,,0.0,0.7444790957013478,0.0,0.7430416527633887
171,0.0,0.7006023543431874,,,0.0,0.7006023543431874,0.01566290855407715,0.6990526837198612
172,0.0,0.7518495893817156,,,0.0,0.7518495893817156,0.0,0.7524562487072135
173,0.0,0.7283848250615816,,,0.0,0.7283848250615816,0.0,0.7267025698986522
174,0.0,0.7403923829975856,,,0.0,0.7403923829975856,0.0,0.7431595816630185
175,0.0,0.7707461450147016,,,0.0,0.7707461450147016,0.01562952995300293,0.7713773633652387
176,0.0,0.6792819708233383,,,0.0,0.6792819708233383,0.0,0.6804289492498925
177,0.0,0.6842317299926548,,,0.0,0.6842317299926548,0.0,0.6839272849934657
178,0.0,0.750920572661876,,,0.0,0.750920572661876,0.0,0.7542856714570384
179,0.0,0.7396043668345788,,,0.0,0.7396043668345788,0.0,0.7401620126791405
180,0.0,0.6694795154847013,,,0.0,0.6694795154847013,0.0,0.6730475242347282
181,0.0,0.6389976327762856,,,0.0,0.6389976327762856,0.0,0.6388169759788694
182,0.0,0.6526544242434897,,,0.0,0.6526544242434897,0.0,0.6557447188991938
183,0.0,0.7116281167939364,,,0.0,0.7116281167939364,0.0,0.71085905470304
184,0.0,0.6748901390347304,,,0.0,0.6748901390347304,0.0,0.6765750506300181
185,0.0,0.696616418477811,,,0.0,0.696616418477811,0.0,0.7016565244972748
186,0.0,0.7221957833333068,,,0.0,0.7221957833333068,0.0,0.7206442085198217
187,0.0,0.703386590362289,,,0.015630722045898438,0.703386590362289,0.0,0.7027277090272277
188,0.0,0.7323722092066176,,,0.0,0.7323722092066176,0.0,0.7335389987073639
189,0.0,0.6816069361203692,,,0.0,0.6816069361203692,0.0,0.6810949178685355
190,0.0,0.8222142796687161,,,0.0,0.8222142796687161,0.007517814636230469,0.8224432527674705
191,0.0,0.6848611132315392,,,0.0,0.6848611132315392,0.0,0.6881148493693663
192,0.0,0.813250011038628,,,0.0,0.813250011038628,0.0,0.8119798325743202
193,0.0,0.6653640248842059,,,0.0,0.6653640248842059,0.0,0.664441693683046
194,0.0,0.7286625291515015,,,0.0,0.7286625291515015,0.0,0.7283767563067122
195,0.0,0.7520834758663459,,,0.0,0.7520834758663459,0.0,0.7531678793833634
196,0.0,0.6811085788202544,,,0.0,0.6811085788202544,0.0,0.6805647560631315
197,0.0,0.6729798958825474,,,0.0,0.6729798958825474,0.0,0.6695308703001455
198,0.0,0.6854505935170945,,,0.0,0.6854505935170945,0.0,0.6893005002139394
199,0.0,0.6021505510321286,,,0.0,0.6021505510321286,0.0,0.5977476744915015
200,0.0,0.6949443944454616,,,0.0,0.6949443944454616,0.0,0.6956501234976239
201,0.0,0.7022429326246589,,,0.0,0.7022429326246589,0.0,0.7025228823667318
202,0.0,0.6848826223821495,,,0.0,0.6848826223821495,0.0,0.6806140346638978
203,0.0,0.6685609970554914,,,0.0,0.6685609970554914,0.0,0.6677783970849132
204,0.0,0.7291189687722316,,,0.0,0.7291189687722316,0.0,0.7297152583999202
205,0.0,0.7411781187202275,,,0.0,0.7411781187202275,0.0,0.7408329222376471
206,0.0,0.7538955180388026,,,0.0,0.7538955180388026,0.0,0.7543661612860362
207,0.0,0.5995560944487883,,,0.0,0.5995560944487883,0.0,0.5965287381734079
208,0.0,0.704126516391544,,,0.0,0.704126516391544,0.0,0.7047679184850959
209,0.0,0.6722769087318291,,,0.0,0.6722769087318291,0.0,0.6775577074183445
210,0.0,0.6029866506343678,,,0.0,0.6029866506343678,0.0,0.6023331940113865
211,0.0,0.7558023932367968,,,0.0,0.7558023932367968,0.0,0.7576840066658321
212,0.0,0.7282558700540209,,,0.0,0.7282558700540209,0.0,0.7305586719693244
213,0.0,0.6281407309176805,,,0.014513969421386719,0.6281407309176805,0.0015091896057128906,0.631836493328392
214,0.0,0.6720715892603608,,,0.0,0.6720715892603608,0.0,0.6723089622506435
215,0.0,0.7023033304104198,,,0.0,0.7023033304104198,0.0,0.7031591589469017
216,0.0,0.6349775016317143,,,0.0,0.6349775016317143,0.0,0.6364571474482147
217,0.0,0.7429198461287452,,,0.0,0.7429198461287452,0.0,0.7433490214939822
218,0.0,0.7446200944029153,,,0.0,0.7446200944029153,0.0,0.7451321659512012
219,0.0,0.7100300060398319,,,0.0,0.7100300060398319,0.0,0.7117880859296393
220,0.0,0.7332819672285278,,,0.0,0.7332819672285278,0.0,0.7324582388506076
221,0.0,0.6955433544306275,,,0.0,0.6955433544306275,0.0,0.695825445495181
222,0.0,0.778691848118988,,,0.0,0.778691848118988,0.0,0.7774136826957381
223,0.0,0.6931522634820944,,,0.0,0.6931522634820944,0.0,0.6946606488924325
224,0.0,0.6440753521993581,,,0.0,0.6440753521993581,0.0,0.6420967766897343
225,0.0,0.7819621808283128,,,0.0,0.7819621808283128,0.0,0.7813639294448951
226,0.0,0.7707196332842592,,,0.0,0.7707196332842592,0.0,0.770636735836413
227,0.0,0.765474037041743,,,0.0,0.765474037041743,0.0,0.7666154103490272
228,0.0,0.6967681767640994,,,0.0,0.6967681767640994,0.01562643051147461,0.698525025229491
229,0.002689361572265625,0.6916509620088181,,,0.0,0.6916509620088181,0.0,0.6913569349126933
230,0.0,0.7104578859417704,,,0.0,0.7104578859417704,0.0,0.7075614898417086
231,0.0,0.7005096135896799,,,0.0,0.7005096135896799,0.0,0.702850874538393
232,0.0,0.7779444402220166,,,0.0,0.7779444402220166,0.0,0.7789060043206059
233,0.0,0.7409321414526566,,,0.0,0.7409321414526566,0.0,0.7420910700110472
234,0.0,0.6675553494319372,,,0.0,0.6675553494319372,0.0,0.6667618305075562
235,0.0,0.77696245665486,,,0.0,0.77696245665486,0.0,0.7804652138495499
236,0.0,0.7411957404451783,,,0.0,0.7411957404451783,0.008008241653442383,0.7414595957317023
237,0.0016682147979736328,0.7174265222650904,,,0.0,0.7174265222650904,0.0,0.7178611040912561
238,0.0,0.7063291703571627,,,0.0,0.7063291703571627,0.0,0.7084485199647146
239,0.0,0.6717000364568929,,,0.0,0.6717000364568929,0.0,0.6722906007726741
240,0.0,0.7025195715391077,,,0.0,0.7025195715391077,0.0,0.7042523242307954
241,0.01563119888305664,0.689147377823802,,,0.0,0.689147377823802,0.0,0.6884923409108921
242,0.0,0.8170611252847786,,,0.0,0.8170611252847786,0.0,0.8176558403555476
243,0.0,0.6910102793730706,,,0.0,0.6910102793730706,0.0,0.6907712596417861
244,0.0,0.6749877580410892,,,0.0,0.6749877580410892,0.0,0.6760481156372756
245,0.0,0.7108705014830191,,,0.0,0.7108705014830191,0.0,0.7083446685467554
246,0.0,0.7094407653853176,,,0.0,0.7094407653853176,0.0,0.7079565078761264
247,0.0,0.6976014616911186,,,0.0,0.6976014616911186,0.0,0.6978307217659573
248,0.0,0.7541427159147512,,,0.0,0.7541427159147512,0.015604734420776367,0.7546318007714412
249,0.0,0.7967690884690221,,,0.0,0.7967690884690221,0.0,0.7989457970405568
250,0.0,0.609907527225638,,,0.0,0.609907527225638,0.0,0.6101277913549291
251,0.0,0.7498329886658044,,,0.0,0.7498329886658044,0.0,0.750884005041297
252,0.0,0.7449905781182904,,,0.01565384864807129,0.7449905781182904,0.0,0.7406694577483949
253,0.0,0.7337763000377523,,,0.0,0.7337763000377523,0.0,0.7313143675585121
254,0.0,0.5997418643070331,,,0.0,0.5997418643070331,0.0,0.5995611923818395
255,0.0,0.761746913074068,,,0.0,0.761746913074068,0.0,0.7638584168325229
256,0.0,0.6776437045649601,,,0.01562952995300293,0.6776437045649601,0.0,0.6744377425297325
257,0.0,0.6917738177847642,,,0.0,0.6917738177847642,0.0,0.6928429190805225
258,0.0,0.7048516428196828,,,0.0,0.7048516428196828,0.01253819465637207,0.7049826770417349
259,0.0,0.6941694717669693,,,0.0035371780395507812,0.6941694717669693,0.0,0.6943497788550327
260,0.0,0.7495291477429977,,,0.0,0.7495291477429977,0.0,0.7496000991453391
261,0.0,0.7373218680453002,,,0.0,0.7373218680453002,0.0,0.7388787691351673
262,0.0,0.7145806641114956,,,0.0,0.7145806641114956,0.0,0.7170567302367958
263,0.0,0.7498161053720862,,,0.01584911346435547,0.7498161053720862,0.0,0.749633746986797
264,0.0,0.6967914656531451,,,0.0,0.6967914656531451,0.0,0.695333237471554
265,0.0,0.7632887929816347,,,0.0,0.7632887929816347,0.0,0.7612492824444325
266,0.0,0.7211770248074789,,,0.0,0.7211770248074789,0.0,0.7177080232043054
267,0.0,0.6987399456128546,,,0.0,0.6987399456128546,0.0,0.6985533945972766
268,0.0,0.6369377238065229,,,0.0,0.6369377238065229,0.0,0.6358309143347113
269,0.0,0.6679491130152354,,,0.0,0.6679491130152354,0.0,0.66728620339761
270,0.0,0.6439473172480952,,,0.0,0.6439473172480952,0.0,0.6489539830001682
271,0.015635967254638672,0.7342546398013576,,,0.0,0.7342546398013576,0.0,0.7347201660676344
272,0.0,0.7073763594184996,,,0.0,0.7073763594184996,0.0,0.7087341919730543
273,0.0,0.6819565370005715,,,0.0,0.6819565370005715,0.0,0.6810292393875601
274,0.0,0.7126201254428424,,,0.0,0.7126201254428424,0.0,0.7111219429778961
275,0.0,0.5946992063743156,,,0.0,0.5946992063743156,0.0,0.5972193862948919
276,0.0,0.6699462698335179,,,0.0,0.6699462698335179,0.0,0.6678709884279499
277,0.0,0.7779551825724037,,,0.0,0.7779551825724037,0.0,0.7771696035804116
278,0.0,0.7751544888000962,,,0.0,0.7751544888000962,0.0,0.7746963187665277
279,0.0,0.6864790649937085,,,0.0,0.6864790649937085,0.0,0.6887271030661661
280,0.0,0.7026740321974408,,,0.0,0.7026740321974408,0.0,0.699910767463751
281,0.0,0.7853161346268198,,,0.0,0.7853161346268198,0.0,0.7863537638368102
282,0.0,0.6999646026126162,,,0.0,0.6999646026126162,0.007999658584594727,0.6997579082974159
283,0.0,0.6932135591590497,,,0.0,0.6932135591590497,0.0,0.6928652287034964
284,0.0,0.722737108237956,,,0.0,0.722737108237956,0.008002042770385742,0.7239707298171016
285,0.0,0.7265143636587688,,,0.0,0.7265143636587688,0.0,0.7256227016284278
286,0.0,0.6991006922671683,,,0.00799870491027832,0.6991006922671683,0.0,0.7028670916626453
287,0.0,0.7547171736467726,,,0.0,0.7547171736467726,0.0,0.7563953931476373
288,0.0,0.7188137663932652,,,0.0,0.7188137663932652,0.0,0.7182183848067385
289,0.0,0.6582037768911815,,,0.015624523162841797,0.6582037768911815,0.0,0.6561272760420898
290,0.0,0.6718706369948254,,,0.0,0.6718706369948254,0.0,0.6725999030746234
291,0.0,0.7157576506610841,,,0.015900135040283203,0.7157576506610841,0.0,0.7186241325581858
292,0.0,0.7635007748952642,,,0.0,0.7635007748952642,0.0,0.7637676074966276
293,0.0,0.7178987280747181,,,0.0,0.7178987280747181,0.0,0.7132206977453794
294,0.0,0.7343635583775734,,,0.0,0.7343635583775734,0.0,0.7355112044200626
295,0.0,0.7620512471573615,,,0.0,0.7620512471573615,0.0,0.7637998971811131
296,0.0,0.7309688889255188,,,0.0,0.7309688889255188,0.0,0.7328011037824634
297,0.0,0.6766648353248224,,,0.0,0.6766648353248224,0.0,0.6777294809663861
298,0.0,0.7823040758147736,,,0.0,0.7823040758147736,0.005541801452636719,0.7810447631638766
299,0.0,0.7062766461757867,,,0.0,0.7062766461757867,0.0,0.7046762871584002
300,0.0,0.6611712012477335,,,0.0,0.6611712012477335,0.0,0.6579256921154815
301,0.0,0.6950599071915806,,,0.010538339614868164,0.6950599071915806,0.0,0.6969669823757972
302,0.0,0.7617676139001821,,,0.0,0.7617676139001821,0.0,0.7624001223648882
303,0.0,0.7799493917637272,,,0.0,0.7799493917637272,0.0,0.7803025385565121
304,0.0,0.7354469585672043,,,0.0,0.7354469585672043,0.0,0.736507199875222
305,0.015639543533325195,0.6446789399918549,,,0.0,0.6446789399918549,0.0,0.6445322898868963
306,0.0,0.6496387748990967,,,0.0,0.6496387748990967,0.0,0.647180860894046
307,0.0,0.6776585524054262,,,0.0,0.6776585524054262,0.0,0.6789036984014312
308,0.0,0.764548211825994,,,0.0,0.764548211825994,0.0,0.7658162870208651
309,0.0,0.8048611613541083,,,0.0,0.8048611613541083,0.0,0.804793923159007
310,0.0,0.7251335120284793,,,0.0,0.7251335120284793,0.0,0.7264946527116789
311,0.0,0.5388389013400623,,,0.0,0.5388389013400623,0.0,0.5366712546160732
312,0.0,0.7297305391275957,,,0.0,0.7297305391275957,0.0,0.7274204035126561
313,0.0,0.6929914441123929,,,0.0,0.6929914441123929,0.0,0.6907446054781092
314,0.0,0.7600685072351732,,,0.0,0.7600685072351732,0.0,0.7589655942421475
315,0.0,0.7227455556163369,,,0.0,0.7227455556163369,0.0,0.7210807299112585
316,0.0,0.6377664447342277,,,0.0,0.6377664447342277,0.015610218048095703,0.6389269452312547
317,0.0,0.7373395089786101,,,0.0,0.7373395089786101,0.0,0.7418848020726052
