,LinReg(Time),Ridge(Time),lasso(Time)
397,0.0,0.0,0.016157150268554688
398,0.0,0.0,0.0
399,0.0,0.015536308288574219,0.0
400,0.0,0.0,0.0
401,0.01563405990600586,0.0,0.0
402,0.0,0.0,0.01914501190185547
403,0.0,0.0,0.007996320724487305
404,0.0,0.00801539421081543,0.0
405,0.00801706314086914,0.0,0.0
406,0.007973670959472656,0.0,0.008028507232666016
407,0.0,0.0,0.007990121841430664
408,0.0,0.007988691329956055,0.0
409,0.00800013542175293,0.0,0.0
410,0.008023738861083984,0.0,0.008009195327758789
411,0.0,0.008001089096069336,0.0
412,0.0,0.008002042770385742,0.0
413,0.008000373840332031,0.0,0.0
414,0.0,0.0,0.008000373840332031
415,0.0,0.008002758026123047,0.0
416,0.00800633430480957,0.0,0.0
417,0.008001565933227539,0.0,0.008001327514648438
418,0.0,0.007997512817382812,0.0
419,0.00800180435180664,0.0,0.008001327514648438
420,0.0,0.008002519607543945,0.0
421,0.0,0.008001565933227539,0.0
422,0.00802159309387207,0.0,0.007985115051269531
423,0.0,0.0,0.008002281188964844
424,0.0,0.008001089096069336,0.0
425,0.0,0.008002042770385742,0.0
426,0.0,0.007999181747436523,0.006957530975341797
427,0.0,0.0,0.0
428,0.013015508651733398,0.0,0.0
429,0.0,0.0,0.015644073486328125
430,0.0,0.0,0.0
431,0.0,0.0,0.015627622604370117
432,0.0,0.0,0.0
433,0.0,0.01562643051147461,0.0
434,0.0,0.0,0.0
435,0.0156252384185791,0.0,0.0
436,0.01563286781311035,0.0,0.0
437,0.01562809944152832,0.0065135955810546875,0.009513378143310547
438,0.0,0.0,0.015638113021850586
439,0.0,0.0,0.015512228012084961
440,0.0,0.008001327514648438,0.0
441,0.007997274398803711,0.0,0.008002996444702148
442,0.008000612258911133,0.0,0.008002042770385742
443,0.0,0.0,0.008005142211914062
444,0.0,0.008017778396606445,0.0
445,0.007999658584594727,0.0,0.0
446,0.008014678955078125,0.0,0.0
447,0.008069276809692383,0.0,0.0
448,0.0,0.0,0.015650033950805664
449,0.0,0.0,0.0
450,0.0,0.015804529190063477,0.0
451,0.0,0.00802469253540039,0.0
452,0.008318185806274414,0.0,0.0
453,0.0,0.0,0.015651941299438477
454,0.0,0.0,0.0
455,0.0,0.015628576278686523,0.0
456,0.005039215087890625,0.0,0.0
457,0.0,0.011038780212402344,0.0
458,0.0,0.0,0.0
459,0.015664339065551758,0.0,0.0
460,0.015600919723510742,0.0,0.0
461,0.0,0.015630722045898438,0.0
462,0.0,0.0,0.0
463,0.01562976837158203,0.0,0.0
464,0.0,0.0,0.01563239097595215
465,0.0,0.0,0.011014223098754883
466,0.0,0.005036830902099609,0.0
467,0.0,0.0,0.0
468,0.015662193298339844,0.0,0.0
469,0.010041952133178711,0.0,0.00814366340637207
470,0.0,0.0,0.015972375869750977
471,0.0,0.008000373840332031,0.0
472,0.0,0.008003473281860352,0.0
473,0.008000850677490234,0.0,0.0
474,0.007999897003173828,0.0,0.008003473281860352
475,0.003368377685546875,0.002008199691772461,0.0
476,0.0,0.010509729385375977,0.0
477,0.0,0.0,0.0
478,0.0,0.015636205673217773,0.0
479,0.0,0.0,0.0
480,0.01562952995300293,0.0,0.0
481,0.0,0.0,0.015629291534423828
482,0.0,0.0,0.0
483,0.015631437301635742,0.0,0.0
484,0.0,0.0,0.01563119888305664
485,0.0,0.0,0.011513471603393555
486,0.004517078399658203,0.0,0.0
487,0.0,0.0,0.015640974044799805
488,0.0,0.0,0.0
489,0.0,0.01562952995300293,0.0
490,0.0,0.0,0.0
491,0.015626192092895508,0.0,0.0
492,0.0,0.0,0.015633583068847656
493,0.0,0.0,0.0
494,0.0,0.015625715255737305,0.0
495,0.0,0.0,0.0
496,0.015706777572631836,0.0020096302032470703,0.0
497,0.0,0.0,0.014014720916748047
498,0.0,0.0,0.0
499,0.0,0.0,0.015637636184692383
500,0.0,0.0,0.0
501,0.0,0.015630006790161133,0.0
502,0.0,0.0,0.0
503,0.015630245208740234,0.0,0.0
504,0.0,0.0,0.01562976837158203
505,0.0,0.0,0.0
